FUGU5-ENSTRUG00000003675@ENSTRUT00000008660-intron_19(35)	GRCz11-ENSDARG00000009567@ENSDART00000138473-intron_19(36),Galgal5-ENSGALG00000043198@ENSGALT00000047160-intron_7(24),TETRAODON8-ENSTNIG00000008346@ENSTNIT00000011358-intron_27(45)
FUGU5-ENSTRUG00000017828@ENSTRUT00000052806-intron_17(38)	GRCz11-ENSDARG00000042508@ENSDART00000181059-intron_17(38),GRCh38-ENSG00000144357@ENST00000272793-intron_17(38),GRCm38-ENSMUSG00000044308@ENSMUST00000112251-intron_17(38),Pan_tro_3.0-ENSPTRG00000048906@ENSPTRT00000104630-intron_17(38),Rnor_6.0-ENSRNOG00000008616@ENSRNOT00000011380-intron_17(38)
FUGU5-ENSTRUG00000006791@ENSTRUT00000016754-intron_40(50)	UMD3.1-ENSBTAG00000031890@ENSBTAT00000032730-intron_42(52),CanFam3.1-ENSCAFG00000013062@ENSCAFT00000020801-intron_41(50),GRCz11-ENSDARG00000099093@ENSDART00000162888-intron_38(48),Galgal5-ENSGALG00000042259@ENSGALT00000071036-intron_41(51),GRCh38-ENSG00000150760@ENST00000623213-intron_41(51),Mmul_8.0.1-ENSMMUG00000018547@ENSMMUT00000026078-intron_41(51),GRCm38-ENSMUSG00000058325@ENSMUST00000084488-intron_41(51),Pan_tro_3.0-ENSPTRG00000003048@ENSPTRT00000005803-intron_40(50),Rnor_6.0-ENSRNOG00000018683@ENSRNOT00000054897-intron_41(51),JGI_4.2-ENSXETG00000005204@ENSXETT00000011357-intron_40(51)
FUGU5-ENSTRUG00000002374@ENSTRUT00000005518-intron_2(23)	GRCz11-ENSDARG00000098738@ENSDART00000170961-intron_2(24),GRCm38-ENSMUSG00000001027@ENSMUST00000021056-intron_2(23)
FUGU5-ENSTRUG00000002374@ENSTRUT00000005518-intron_2(23)	GRCz11-ENSDARG00000098738@ENSDART00000170961-intron_2(24),TETRAODON8-ENSTNIG00000014422@ENSTNIT00000000797-intron_2(27)
FUGU5-ENSTRUG00000013609@ENSTRUT00000053696-intron_7(28)	UMD3.1-ENSBTAG00000011790@ENSBTAT00000015654-intron_7(30),CanFam3.1-ENSCAFG00000014141@ENSCAFT00000022451-intron_7(30),GRCz11-ENSDARG00000009953@ENSDART00000192973-intron_7(28),Galgal5-ENSGALG00000016238@ENSGALT00000026181-intron_7(30),GRCh38-ENSG00000180182@ENST00000324817-intron_7(30),Mmul_8.0.1-ENSMMUG00000005264@ENSMMUT00000062651-intron_7(30),monDom5-ENSMODG00000021099@ENSMODT00000026848-intron_7(30),GRCm38-ENSMUSG00000064127@ENSMUST00000096495-intron_7(30),Pan_tro_3.0-ENSPTRG00000021805@ENSPTRT00000100981-intron_7(30),Rnor_6.0-ENSRNOG00000003792@ENSRNOT00000066480-intron_7(30),TETRAODON8-ENSTNIG00000014969@ENSTNIT00000018242-intron_7(28),JGI_4.2-ENSXETG00000015502@ENSXETT00000033837-intron_7(30)
FUGU5-ENSTRUG00000014791@ENSTRUT00000037921-intron_12(22)	UMD3.1-ENSBTAG00000007100@ENSBTAT00000009338-intron_13(23),CanFam3.1-ENSCAFG00000010669@ENSCAFT00000016971-intron_12(22),GRCz11-ENSDARG00000098118@ENSDART00000166691-intron_11(22),Galgal5-ENSGALG00000022804@ENSGALT00000036686-intron_12(22),GRCh38-ENSG00000160218@ENST00000291574-intron_12(22),Mmul_8.0.1-ENSMMUG00000005269@ENSMMUT00000007415-intron_12(22),monDom5-ENSMODG00000021039@ENSMODT00000026776-intron_12(22),GRCm38-ENSMUSG00000000374@ENSMUST00000000384-intron_12(22),Pan_tro_3.0-ENSPTRG00000013968@ENSPTRT00000026061-intron_12(22),Rnor_6.0-ENSRNOG00000023210@ENSRNOT00000032240-intron_12(22),TETRAODON8-ENSTNIG00000005541@ENSTNIT00000008406-intron_12(22)
FUGU5-ENSTRUG00000007289@ENSTRUT00000018044-intron_2(19)	GRCz11-ENSDARG00000006383@ENSDART00000181270-intron_2(26)
FUGU5-ENSTRUG00000017090@ENSTRUT00000043928-intron_10(27)	UMD3.1-ENSBTAG00000019412@ENSBTAT00000025864-intron_10(30),CanFam3.1-ENSCAFG00000018038@ENSCAFT00000028705-intron_10(30),GRCz11-ENSDARG00000020041@ENSDART00000052537-intron_10(29),Galgal5-ENSGALG00000002119@ENSGALT00000003311-intron_10(30),Gm02-GLYMA_14G021300@KRH14355-intron_6(22),GRCh38-ENSG00000103544@ENST00000251143-intron_10(30),Mmul_8.0.1-ENSMMUG00000013338@ENSMMUT00000068914-intron_10(30),monDom5-ENSMODG00000006477@ENSMODT00000038481-intron_10(30),GRCm38-ENSMUSG00000030982@ENSMUST00000059390-intron_10(30),Pan_tro_3.0-ENSPTRG00000007835@ENSPTRT00000078372-intron_10(30),Rnor_6.0-ENSRNOG00000016063@ENSRNOT00000083863-intron_10(30),TETRAODON8-ENSTNIG00000004698@ENSTNIT00000007509-intron_9(28),JGI_4.2-ENSXETG00000021740@ENSXETT00000047010-intron_10(30)
FUGU5-ENSTRUG00000011292@ENSTRUT00000028626-intron_3(20)	UMD3.1-ENSBTAG00000010426@ENSBTAT00000013758-intron_3(23),CanFam3.1-ENSCAFG00000014390@ENSCAFT00000045857-intron_3(20),GRCz11-ENSDARG00000099298@ENSDART00000167922-intron_3(20),Galgal5-ENSGALG00000011492@ENSGALT00000018729-intron_3(20),GRCh38-ENSG00000079246@ENST00000392132-intron_3(20),Mmul_8.0.1-ENSMMUG00000001927@ENSMMUT00000044651-intron_2(18),GRCm38-ENSMUSG00000026187@ENSMUST00000027379-intron_3(20),Pan_tro_3.0-ENSPTRG00000012896@ENSPTRT00000023912-intron_3(20),Rnor_6.0-ENSRNOG00000016105@ENSRNOT00000021656-intron_3(20),TETRAODON8-ENSTNIG00000016464@ENSTNIT00000019793-intron_3(20),JGI_4.2-ENSXETG00000032580@ENSXETT00000065359-intron_3(24)
FUGU5-ENSTRUG00000023299@ENSTRUT00000058259-intron_1(9)	UMD3.1-ENSBTAG00000014158@ENSBTAT00000018816-intron_1(8),CanFam3.1-ENSCAFG00000005031@ENSCAFT00000008096-intron_1(8),GRCz11-ENSDARG00000036685@ENSDART00000179770-intron_1(8),Galgal5-ENSGALG00000012207@ENSGALT00000019931-intron_1(8),GRCh38-ENSG00000082258@ENST00000264157-intron_1(8),Mmul_8.0.1-ENSMMUG00000010196@ENSMMUT00000043042-intron_1(9),monDom5-ENSMODG00000000727@ENSMODT00000000892-intron_1(8),GRCm38-ENSMUSG00000026349@ENSMUST00000027587-intron_1(8),Pan_tro_3.0-ENSPTRG00000024043@ENSPTRT00000045615-intron_1(8),Rnor_6.0-ENSRNOG00000017113@ENSRNOT00000024602-intron_1(8),TETRAODON8-ENSTNIG00000007563@ENSTNIT00000010554-intron_2(10),JGI_4.2-ENSXETG00000000488@ENSXETT00000001074-intron_1(8)
FUGU5-ENSTRUG00000023299@ENSTRUT00000058259-intron_1(9)	AgamP4-AGAP006678@AGAP006678-RA-intron_1(8),Amel_4.5-GB49026@GB49026-RA-intron_1(6),KH-ENSCING00000007005@ENSCINT00000014389-intron_1(11),Galgal5-ENSGALG00000012207@ENSGALT00000019931-intron_1(8),Mmul_8.0.1-ENSMMUG00000010196@ENSMMUT00000043042-intron_1(9),monDom5-ENSMODG00000000727@ENSMODT00000000892-intron_1(8),Rnor_6.0-ENSRNOG00000017113@ENSRNOT00000024602-intron_1(8),JGI_4.2-ENSXETG00000000488@ENSXETT00000001074-intron_1(8)
